score,content,date,app,platform
1,"I didn't like the fact that ones you install the app in your phone, it asks you to create an account, after you create the account it tells you that your 7 day trial has started and it already took your payment information out of Google Play Store. There's no easy way to cancel that account and probably after a week I'll get charged $69 dollars. They should say before you create the account that you'll be charge that money. I deleted before I even used it. I hope they don't charge my card. ???ª",4/3/2020 0:36,calm,google
2,"I have had this app before the whole sleep part and i needed help with sleep it was helping me until it told me i needed to pay this app TO KEEP MEDITATING SERIOUSLY, why do all of these actual helpful apps always end up with so much money taken away from you... If it didnt make you pay it would be 5 stars????",7/7/2019 22:29,headspace,google
1,"I thought I was signing up for the ""free trial""... suddenly there is a charge for $69.99 on my amex card. I DO NOT want this subscription. I have tried to call the company about 50 times. The number ALWAYS rings busy. Now the charges are in dispute!",5/18/2020 15:22,calm,google
1,"Go to Youtube, and watch meditational or sleep aid videos on there. This app is a cash grab, and you'll only have access to about 1-2 courses (only 1 sleepcast actually) in each area without a Plus Subscription. This app was supposedly designed to help people with mental health, they're honestly just robbing people with mental health issues.",7/16/2019 3:33,headspace,google
1,"I stopped installing immediately when I started seeing others say that as soon as they opened the app they were asked for their credit card info. No thank you!! That's PLENTY of free sleep apps that are calming, I'm sure this one isn't any different",11/11/2019 0:02,calm,google
2,The app recently started asking for activity and health data. It recorded that I exercised for 200 minutes while driving because it kept sending my one-Minute breather reminders that I couldn??t stop. It ruined my activity counters for my watch and all connected apps. Wouldn??t recommend if you use your device to actually monitor exorcise and movement.,9/19/2019 23:19,headspace,apple
1,"11th month update: Now I am trying to delete my subscription it is sooooo difficult. Unbelievable. I would never recommend this app. They have hidden the subscription change, created many bugs like your browser does not support... I am trying to unsubscribe using the app itself, but surprisingly it is not working because of java or smtng. Why you would need java to unsubscribe. You are trying to rob the users. Making it difficult so that they will give up, and you will continue making money",10/28/2020 3:06,calm,google
1,cute that you have to agree to give your payment information in the hopes that you'll forget to cancel your free week trial and pay $69. just to calm down. should be a crime.,11/5/2018 13:46,calm,apple
1,"For $260, the idea of having as much therapy as possible, especially remotely, was priceless.I think the work load must be pretty heavy because sometimes there is a full day or more that goes by before I get a response. I was sent the same paperwork twice and felt I didn??t matter enough. I wanted to talk to someone which was the whole idea I needed for therapy. I was excited for the chance but I am not communicated to enough to make it worth it. I think the therapists workload must be high because I did not seem important more often than not. I told the therapist about 4 weeks ago I was done. Cancelled the subscription and today get charged again $260. Very disappointing.  Stupid money sucking app. Very annoying and frustrated.  I want my money back. This is a little ridiculous.  I will try another therapy option. This is not it. I am a huge advocate for therapy too and I??m so disappointed. Feel very used that I was just a number, a dollar sign and did not matter.",5/5/2021 14:36,talkspace,apple
1,This is a teribble app  I am a teenager and I have been looking online to be able to talk to someone then this app tells me one I have to pay and two I have to be over 18 years of age that's just not right ????,11/18/2017 3:08,talkspace,google
1,it worked at first but then it wouldn't let me in fix this also can you make it without the account features i feel uncomfortable knowing my account is there,1/13/2019 12:49,headspace,google
1,"I tried to cancel through the app store, & I still got charged the annual fee, even though I cancelled because I can't afford this. Help! I need my money back! I cancelled before the trial was up!",7/19/2020 12:19,headspace,google
1,"I see so many reviews for the app that say it??s wonderful and you can do almost everything without paying for it. So I downloaded the app expecting there to be reasonable free options to choose from, and guess what? It??s just like every other app that makes you buy premium and keeps everything under wraps so you can??t enjoy it without paying. There are only three or four free options tops, and it??s extremely limited. Very disappointed. The reviews are so fake I wonder if they are genuine people or just bots. Don??t get the app unless you want to pay for premium because there??s no point.",2/23/2020 9:00,headspace,apple
2,I don't want to sign up or give any info just to listen to music so I uninstalled.,2/24/2019 21:05,calm,google
1,After reading previous reviews I decided to delete the app. Didn't even get to use it but based on the reviews I needed to download in order to leave me personal observation. Companies need to be more transparent. Yes you're a business but stop chasing the likes of Apple or Google. Look at the long term game. Apple and Google didn't make billions in their first year lol. Slow and steady.....,3/20/2021 17:35,calm,google
1,Opened App ..said fetching subscription...I closed app...next thing I know my PayPal was charged 56.99...never authorized,11/27/2018 0:35,headspace,google
1,"Day 2 of the video consistently has an ""error playing"". Tried to go to the support menu, and it has network issues while all my other apps work fine and I am connected to WiFi. So the app has a bug, and when I want to contact support I can't. Not great. Causes more annoyance and anxiety which is contrary to the nature of the app.",11/8/2019 22:40,headspace,google
1,Do not sign up for the free trial on the app for Android. You can't unsubscribe through the app and the option to do it on Google play is not available.,2/22/2020 8:18,headspace,google
1,"Paid in advance; going on a week of no contact. First chosen therapist missed three ""Guaranteed Response"" times and never even said hello. Get connected to a Matching Specialist who has ignored me for the last two days. I want my money back.",7/19/2020 11:23,talkspace,google
1,"Dont give any thing without paying them fees. And still use bots to reply your texts. Fool people and patients despite to help them they steel money, even they know most App owners offer lot if you download their app. Un-installing.. waste of mind process, money and even data MBs! It will add to your depression! Stay away!",12/5/2019 10:59,talkspace,google
1,Won't let you do anything unless you install credit card information,7/12/2021 23:53,calm,google
1,"What a way to push an agenda! Meditation is a way to calm down and stay more positive not meditate on current fear & depopulation propaganda! This app was awesome until it opened with a message that read, We??ve teamed up with the White House to help you relax while you get vaxxed!  Really? So you??ve teamed up with the source of stress and madness to help us relax? Unbelievable! There are SO many other areas of life that deserve attention, but redirecting our energy to someone else??s plan for our lives is what we are being encouraged to do? Bye!",7/8/2021 15:11,shine,apple
1,I had headspace for a while It worked good very easy to follow . Recently i decided to try headspace again it has been impossible to log on or recover my account i tried resetting the password it and there is an error every single time . I tried using my old password (Google saved it ) but somehow there's an error every time . Very infuriating not calming,1/20/2020 12:28,headspace,google
1,zero star. its a big shame. how u deduct money from my account without any question???? its a stealing. shame...,5/9/2019 3:57,calm,google
1,this app sucked from the beginning I uninstalled immediately and was still charged for the $59.99 yearly subscription. I want my refund or I am going to go off. I was given no notice you were still going to charge me and it overdrawled my account and I owe fees now. I won't pester about the fees if i am just given my refund.,5/29/2019 13:33,calm,google
1,EDIT: Dont bother with the free version its awful extremely poor service and the developer has been proven to pay for 5*reviews so all in all this gets a 1. Its a $10/month subscription for videos which you can view for free on youtube. If you for some reason did pay money then please cut it off as soon as possible and spend that $10 a month on Amazon prime or Netflix or any streaming service really. a $120 LICENCE to listen to rips of youtube vids for ONE year is hilarious. data harvesting junk,8/19/2019 3:17,calm,google
1,"I had cancelled my subscription and I see on the subscription page that it's cancelled but still I'm charged for the annual fee!!! This is very unethical of you and the team. Pls look into this matter and refund my money ASAP. Also if I click on help/support, nothing happens. How should I reach the support team?",9/13/2021 6:37,calm,google
1,"They billed my credit card for a annual subscription but when I try to use the app everything is locked and it wants me to pay again. And Family Share? Nope. Not available, not that I would share something that is totally locked.  
Now I have to contest the charge and waste a bunch of time that I don??t have. 
Scam!",2/11/2021 18:01,calm,apple
1,"I immediately cancelled my subscription in the app after downloading it for the free month promo. The app asked me to sleep on it (cute) and said it was sorry to see me go. I found out however, if you don??t go into your apple subscriptions and cancel it also, you will still be charged monthly.
Just found out I??ve been paying for this for months without knowing it. Seems like a sneaky thing to do for an app that??s all about mental health.",7/1/2021 1:31,headspace,apple
1,"This is a scam it will not let me cancel my subscription there's nowhere to 
find out where to remove it",8/8/2018 19:30,calm,google
2,"I really don??t like that this app labels me as having an ??illness? and ??behavioral health issues?. This app is not a therapist. I just want to help track my emotions, not be asked degrading questions when it does not even truly know me.",4/28/2020 13:35,sanvello,apple
1,this app charged me when i had no subscription to it 60 dollars gone pretty sure its stealing money i dont remember having this app on my phone and if 8 did i would not have had it renew that kinda money,4/13/2019 21:37,calm,google
1,The meditations are all the same. I've tried to cancel my subscription but customer support has asked me to contact iTunes which is very strange as Headspace has my contact details. I've tried to contact apple iTunes but they've been no help. I'm chasing my tail and can't cancel my subscription and will likely be charged again for another year. This is NOT cool and not acceptable coming from an app that promotes peace. Very unhappy customer!!!!!!!!,8/25/2019 21:16,headspace,google
1,"Incredibly disappointed to see the financial gatekeeping in this app. I had a lot of hope that this would be a great addition to my day-to-day, but immediately the app began asking me for money and is remarkably limited if you??re unable to afford the subscription. There??s something inimitably sickening about seeing a need (in this case, needing help with stress, mindfulness, etc.) and putting aid behind a paywall. I was really looking forward to hopefully getting a little help, only to find help inaccessible unless you have enough money to ??deserve? relief.",4/6/2019 15:59,headspace,apple
1,"The terms state that this app ""uses"" your information. There is not an option to use the app without loosing your right to not have your information ""used"". therefore uninstalled. What a shame!",12/27/2018 19:37,calm,google
1,"7 day trial but you have to give them your payment infor first. This is a predatory practice, hoping the customer forgets to cancel, that some legislature is looking at banning. If they had faith in their product you could do the trial without payment info.",7/25/2019 13:04,calm,google
1,"I signed up for a Headspace account and got the app to help my sleeping habits. Unfortunately, I just received a charge of $74+ without any warning or authorization on my part for a subscription to the app. I can??t contest the charge and it came through the App Store so I never even put financial info in. This is a ridiculous price for what is offered and I hope this stops someone from downloading and making the same mistake.",9/29/2020 11:48,headspace,apple
1,"I had to input my information several times. I still don??t know if they take my insurance or how much this experience is going to cost me. Need a better method for initial use. The app was suggested, so I used it over my laptop. Truly frustrating.",10/9/2020 23:02,talkspace,apple
1,They charged my account $450 that I did not agree to! And they will not get back to me! Do not use this app!!!!,5/4/2017 12:57,talkspace,google
1,I never installed this app and it stole $92 from my bank although I didn't have a account or a subscription which is very confusing and frustrating.,11/17/2019 17:15,headspace,google
1,"Warning, this app signed me up without me realising and wanted to take my money through PayPal. I have since cancelled the subscription and hopefully no money will be taken!! BE WARNED!!",4/19/2019 15:03,calm,google
2,Cannot try without signing up. Edit: I'm not comfortable with sharing my details (doing a signup) prior to trying out the App. I'm happy to eventually sign up if the free service is useful and I confimred your efforts to be genuine. Also happy to explore premium features after. +1 star for reply.,4/26/2021 6:24,sanvello,google
2,"I did the initial free subscription and even though I love this app there was no warning when they withdrew the money from my account. They didn??t even ASK if I wanted to start paying for a subscription. I know this is typical business practice, but I find it sleazy and extremely shady. You should always at least send a notification about a free trail expirations before charging the client to see if they ACTUALLY WANT TO GET A FULL SUBSCRIPTION. what??s on the app is worth the money, but only if you can afford it. Now I??m screwed out of food money for a week because of the ghost charge. Because of this I will not be using this app anymore and have requested my refund for a service I never wanted to begin with.",6/8/2019 5:21,calm,apple
1,"The intro video on this app plays for several minutes *and there is no way to stop it*. It hijacked my Galaxy SII and I couldn't even use the Home button. The video's own controls didn't work either - every time I tried to access them I got the 'padlock' icon. I had to do a hard-stop with the phone's off button to stop it. I think Headspace is great, but that is one intrusion too much and had the opposite effect to mindful calm. Big black mark. Bad app. One star. Uninstalled.",2/29/2012 3:22,headspace,google
2,The app is fine I bought trial subscription which was supposed to last till 30 th Jan and on 30th Jan only at 1:00 a.m IST they charged me i was about to delete subscription but they charged me already the moment 30th started before the renewal I also uninstalled the app already . I raised a ticket but no help from anyone yet please assist on the same and I'd like a refund kindly help .,1/29/2020 14:45,headspace,google
1,"Free trail. When I accepted the free trail, it charged me the yearly subscription. Luckily I had petrol in the car otherwise I wouldn't be able to get to work. Google has refunded me but that won't be in my acc till 10 business days. Not happy, not happy at all. Have uninstalled now.",6/18/2020 18:44,calm,google
1,There's nothing wrong with this App. However I was charged$79 automatically for a subscription that I did not authorise. It could have been my baby who played with my phone or it's just a mistake. I recently changed my phone so not sure what went wrong. :(,7/27/2021 15:52,calm,google
1,"I don't know how this has so many stars. You have to buy a membership to do anything. $5 a month just for some fake sounding rain and mumbling? No thank you! I already uninstalled this stupid thing.if I were you, I would not get this app. I would give it zero stars if possible. If you want money that badly, don't make the app ""free"". Have everyone know right off that you're going to steal their money.",2/16/2021 1:30,headspace,google
1,You tell me it's free and then you lock everything up so I have pay $70a year to play anything. How is that free???,6/1/2021 23:32,calm,google
1,"This app charged me twice and wouldn't allow me to remove my card details, lost my money here.",9/2/2021 12:56,headspace,google
1,"They charged me $60 after 2 weeks when I was supposed to reveive a month 
free trial. There was no disclosure to the fact that if you download it in 
the beginning of a month then you will be charged at the end of the month! 
Horrible! One more stressful thing on my plate. I do not reccomend! There 
are free meditation videos on youtube with longer videos and its free!",8/18/2018 22:25,calm,google
1,"What a joke. Can't even test it out without giving them my card details, which feels like they'll just take my money as soon as they can, like it or not. And the fact you get a pop up telling you to buy a subscription when you've literally just opened the app makes me feel like they're just after your money. I'll stick to Spotify for all my stuff, screw you guys.",11/8/2019 17:31,calm,google
1,I just wanted to have a 7 days free trial and there is no option to cancel subscription neither do they have any help line number and now I'm charged 3000 Indian Rupees for no good reason. This is ridiculous. I want my money back!!!!!,9/24/2019 1:11,calm,google
1,"This app now frequently requires me to login again. The kicker is that it takes me to a page where the only option is to ""sign up"" as though I'm not a subscriber. Doesn't seem to improve no matter how many times they suggest I uninstall then reinstall. Increasingly itritating. This is sad because I really enjoyed the meditations when the app was working. Don't waste your time on this app.",11/16/2019 17:02,headspace,google
1,Read the terms and conditions. They collect your conversations to use as metadata and assume no responsibilty for the therapists nor guarantee the legitimacy of the therapists.,12/24/2017 0:24,talkspace,google
2,Wanted to try it without locking into a recurring payment ?? cant stand companies that want your financial info locked under contract before you even see product.,2/4/2020 9:37,calm,apple
1,"It's not even on my phone, and they still charged me a renewal fee for $69.99. I don't use it, because by the time the day is done, I'm out, nobody home, zzz's. I need my money back or I'm overdrawn.",6/2/2021 10:23,headspace,google
1,The app itself is free but not the therapy....I can get therapy here in my town that I pay for not gonna hand a stranger money and tell them my life story when I cant even see their license....a scam if ive ever seen one,11/4/2015 14:14,talkspace,google
2,"You can download it ... but what you get is a create-an-account-page. To see, read, or hear anything at all, you must create an account. I'd rather have a look at an app first, to see if Iike it, before giving away my information. I deleted it.",7/18/2017 12:05,headspace,apple
2,This app was really great even after just a week i was starting to feel better! i mean i was getting up and doing things that i don??t normally do! I was cleaning the house doing some cooking i even went outside and took a walk! But i got onto the app today and all of a sudden i can no longer do anything in the journey section and i can??t even use the journaling section or see what i had put in the journaling section before it became locked. it feels like i??m on some king of free trial that i wasn??t even aware of... i just wish that if things weren??t going to be available in the days to come it wouldn??t have been available at all (or at least with me not knowing it wasn??t going to be there). now i??ve just wasted my time.,8/1/2019 4:47,sanvello,apple
2,"The therapy I received was okay, but using an app for treatment wasn??t a good fit for my needs. So when my therapist went on maternity leave and my account was ??frozen,? I figured it was a good time to cancel my subscription. I thought I had successfully done so, until several months later when I was charged nearly two hundred dollars (a larger charge than I used to pay) after my therapist returned from maternity leave. I attempted to contact customer service to refund that money, as I haven??t used their services. Instead of ensuring that it was cancelled, they gave me the runaround, talking about how they could improve my experience , etc, etc, and failed to cancel my subscription AGAIN before I got charged ANOTHER two hundred dollars! 

The therapy offered is fine, but it is extremely difficult to cancel your subscription. Beware.",3/5/2020 0:57,talkspace,apple
1,"Let??s do some simple math. This app claims to have 401,000 reviews with 90% being 5 star. So let??s assume of the 400k reviews that 350k pay for subscriptions. Let??s then hedge our bets and say that after fees, taxes, the devs keep $40 from every subscription. That adds up to $14,000,000 per year. The claim is that most of the cost is for ??artists? and ??developers? but this doesn??t seem to make sense as very little in the app is original. This app is a scam meant to make its developers as much money as possible. I think it is highly likely that the vast majority of positive reviews have been falsified using a bot program that creates dummy accounts/reviews.",5/17/2019 11:23,calm,apple
2,"This is a rip off. My therapist first asked me to electronically consents to therapy and I consented immediately. Took her a day to get back to me.  Then she said 'I'm sorry. I thought I was still waiting for your consent.'  Then when the dialog continued, she sometimes take more than a day to respond. Last time she sent me a question was Friday. I responded to her immediately. 2 days later, still have not heard from her. This is my first therapist and I paid $100 for the service. There is no refund offered. What a rip off.",2/21/2016 10:50,talkspace,apple
1,"The owner of this app says that he wants you to relax but at the end of the day all he wants is money. I had requested the team to allow me to use this app for a cheaper price since I do not have the money to pay for a monthly or annual plan. The team said it's not possible. Why? Because they want money. If they truly cared for people, they would have offered me the service for free for some time until I am able to pay for the service. Please do not use such apps. I am very disappointed",2/26/2021 11:44,headspace,google
1,"$70/year if you want to use it and they won't even let you try it out without giving them your credit card. #lame. If it was really any good, they wouldn't have to trick people into giving their credit card if they want to keep using it after the (ridiculously short) 7 day trial. Or they would be up front and charge you before downloading the app.",1/9/2021 6:40,calm,google
1,I put in my information and it automatically gave me a free trial with auto renew I'm trying to cancel their subscription and it won't let me I've been more anxious now than I ever have been you suck,2/24/2021 21:05,calm,google
1,Beware! They sell your information to scammers.,7/24/2021 9:57,calm,google
1,I never signed up for anything. I downloaded the app and once I saw you had to subscribe I deleted it. Next thing I know I??m being charged. Never agreed to it. Never put in my password to purchase. Everyone needs to be aware that you are ripping people off. I already started a dispute with my bank.,7/3/2021 16:54,calm,apple
1,"DO NOT SIGN UP FOR A SUBSCRIPTION!!!!!!, impossible to unsubscribe, company does not reply, content is really good but with the way this company treats its customers STAY AWAY scam scam scam!!!!!!! I had to block them from my bank so they can't take the renewal payment , there are better apps , read reviews before, I wish I did!",8/3/2019 9:26,headspace,google
1,"App is TERRIBLE! It may be free to DOWNLOAD but, in order to have more than a few fee options you have to pay almost $70/yr. The app doesn't allow you to delete your account easily AT ALL. I give this app ZERO STARS! I was forced to click on at least 1 star in order to post this.",6/18/2020 15:59,calm,google
1,Everytime I get one of these apps that want you to sign up I end up getting tons of spam when they say that they don't share your information but I found out that that was a bunch of horse manure. Uninstalled,3/31/2019 8:42,headspace,google
1,I can't cancle my subscription because the company refuses to without a specific number that I can't find and so they're going to continue to charge my account even though im not using their app.,3/1/2019 19:30,headspace,google
1,I keep getting asked the same things from the app. Inset a secret password three times now. It just asked again. It??s asked me twice about daily reminders and they still aren??t coming through. It also randomly logs me out. It also doesn??t load the next message. You have to close it out and open it again.,12/2/2018 14:10,talkspace,apple
1,"Rip off! There is no way to cancel subscription or to leave comment or ask for help. They take ?37.99 from your account because you can't stop it after the ""free trial""!!!!! DO NOT DOWNLOAD THIS APP!",11/22/2018 17:03,calm,google
1,I wanted to try this app because I was having trouble sleeping. The stories and features are fine but incredibly underwhelming and didn??t really help me fall asleep. But what really bothered me is that about a day before my free trial ended I went into my iPhone settings and cancelled my subscription but then several days later was billed for it anyway. I??m absolutely furious this happened and goes to show why I never want to sign up for anything subscription based.,5/6/2020 14:30,calm,apple
1,It charged me .took money out of my bank without asking. I want my refund. Before I get a bounce in my acct. I do not want this app. And do not have it on my android phone.,6/16/2020 21:35,calm,google
1,"Do not accept a free trial. They automatically renew without any prior communications at all. No clear way of cancelling subscription- online, in app or via google play store. Disgraceful and manipulative- taking advantage of people who likely are struggling already- like me. Now extra stressed and anxious thanks to Calm!! No thanks.",12/12/2019 18:11,calm,google
1,"Pretty bad that you have to trick customers by billing without their knowledge.  If this app was that good it wouldn??t need to deceive people to get them to buy it. I called them the day after they billed me to advise it was a mistake, they said I did not qualify for refund.",3/8/2019 22:08,calm,apple
1,Don't like apps that want you to provide personal details before you can use it.,10/12/2020 18:52,headspace,google
1,"I was a few seconds late canceling my free trial and they charged me for the most expensive subscription. Even when I immediately unsubscribed they did not provide me with a refund. I have no way to contact them to get my money back. They charged me almost $100 and overdrew my bank account. Horrible, for a company trying to reduce anxiety you literally just ruined my entire month and now I??m out the money I had to spend on Christmas presents.",12/5/2020 0:33,calm,apple
1,For some reason it wants to attach itself to your social accounts and stops working if you unsubscribe from its spam mail. And I kept on seeing adds of this same app despite istalling it long befote it was popular.,1/15/2019 0:02,headspace,google
1,"I didn't get to see or hear a single thing without being asked for my card info first. Scam, there is no app in the world for relaxation worth $69.99, which is how much you will pay for this app. No thanks, not when there are millions of apps EXACTLY like this one for free. Uninstall.",11/11/2019 15:50,calm,google
1,The app won't let you log in unless you can also log in using social media so if you don't use them or link them it won't work! VERY Frustrating! NOT A CALMING APP,5/25/2021 18:55,headspace,google
1,"Nice product horrible customer service, if you ever have a problem don??t expect a solution. Can??t login any longer and can??t cancel subscription because I can??t login. Only automated responses from Headspace.",2/24/2020 15:31,headspace,apple
1,"Troubles with deleting the account. You require too much of my data (mail, 8+ password)",4/27/2020 15:28,headspace,google
1,"The ??7 day free trial? is not seven days - they charge you for an entire year 24 hours before your free trial is up. It??s shameful that an app that is supposed to provide stress relief sneakily takes $70 from you just for trying it out. I got this because I was stressed and cried when I realized how much money they took. What a heartless trick and a sick business model. If your app is great, why would you need to trick people?",10/5/2020 1:38,calm,apple
1,I do not want this app!! How dare you not tell me that just checking it out commits me to having Google take money from my account after 7 days!!! Unsubscribe me immediately!,2/8/2020 14:44,calm,google
1,"Worst UX ever... You cannot sleep at night, turn on the app, your eyes are half open... You try to listen to something, it doesn't work, another one, it doesn't work... Until you decide to read the message asking you to pay something in the middle of the night! Very clever guy!!! If all the musics are not free, so make them free, and make a purchase app...",8/6/2019 23:50,calm,google
1,"Be very careful, downloaded the app, looked at it once thinking it was a trial, then I checked my phone bill a few months later and I had been charged $70 for the year. I didn't even put in my credit card details as it must be linked to my play store acc. Not sure how the app is as I used it for about 1 min.",1/4/2020 20:12,calm,google
1,"Thought this was a free app to help people....instead, it tricks you into paying for subscription when you Sign In with Apple. Thank god I did not have my card attached, which then lead to a panic attack thinking it took the last of money.",3/18/2020 3:01,headspace,apple
1,I couldn't even try the free content to see of I liked it enough to pay for other content. The price is way too high to start with... buy I can't even test it out without my billing info? Nope! I'm way too busy to worry about canceling in 7 days if I don't like it.,11/11/2018 1:47,calm,google
1,"Don't link to your calendar. Headspace has a 7:20 am event on my calendar 
that cannot be deleted for all instances, rather I have to delete each 
individual event. If this is a bug when using Google calendar please let me 
know, howeblver if you are purposely making it difficult to be removed my 
my already cluttered calendar then I am disappointed. I like headspace but 
I hate annoying user retention hacks.",7/5/2018 22:04,headspace,google
1,Calm offers free programs that are quite beautiful- but shares your selections freely with companies that use the information to influence your on line choices.  Immediately after downloading CALM onto my Apple TV - spam imagery - echoing my CALM choices- started to appear in advertising on my iPhone. It seemed so sleazy to offer these soul soothing program and to be ill used.,2/3/2019 22:17,calm,apple
1,I would like to cancel my 14 day free trial before I am charged but the instructions for cancellation do not work. We are told to manage our subscriptions but the app does not appear so cannot be managed. I am suspecting it does not appear because no payment has yet gone through. We cannot cancel our 14 day 'free' trial until a payment has gone through. How much will they take? A month or a year? They make it very difficult or impossible and time consuming. Sneaky and unethical.,2/16/2020 15:42,headspace,google
1,"I never signed up for this app, I canceled it as soon as I saw it was on my device, and now I have been charged for 2 years ($54.99 a yr) for something I never wanted, have never used and Google Play says they cannot help with a refund. So I am out $110 [+] because the App ignored my request to cancel the subscription I never wanted. May be a good app, don't know, but the customer service is horrible. Thanks Shine for ignoring me for 2 years....stop taking my money I don't want your app!",12/3/2020 11:56,shine,google
2,You can't even try it without providing your credit card information.,1/20/2021 21:45,calm,google
1,I mean this looks nice and all and it offers a trial but not really wanting to pay to use an app. So kind of feel cheated that I got dragged into an app not realizing it was a subscription based app. I sort of wish there had been a statement before I installed that this app had a subscription behind it because I am like now I have to uninstall it.,2/10/2020 5:02,headspace,google
1,"****THIS IS NOT A GOOD APP!! ****I was NEVER assigned anyone to speak with for several days, so I cancelled the subscription within the app after 6-7 days of waiting, and still no assignment to someone. I was charged $98, then $128, and now $199... altogether $425 and have NEVER used the services and that's after cancelling within the app (or so I thought was canceled)!! I'm not sure how they can keep charging you and never provide any services! I have since put a stop payment on any further charges from these people, and hopefully someone will contact me from customer support soon so that I can possibly get a refund as well!!",9/24/2017 14:09,talkspace,apple
1,"I've read some of the other reviews from other people who thought they were getting a free trial and be able to opt-out if they did not want subscribe to this VERY COSTLY APP. And I am one of those people. I signed up for the free trial and like everyone else. I tried to cancel the full subscription, but I couldn't find how to do this. Then the next thing I know is I'm getting a text from my bank the $59.99, was taken out of my account from Calm. I was pissed!!!! I still am. I want my $$ back",6/18/2019 19:53,calm,google
1,It doesn't let you change what brought you to the app was. I clicked the wrong thing so now my whole experience is ruined. You cant delete your account so there is absolutely no way to change it. So now I'm not using the app.,3/30/2019 14:08,headspace,google
1,"Can't even begin 7-day trial without agreeing to annual payment. Sure you can cancel anytime, but before you ask me to pay for content, let me see a sample of that content at the very least. Can't view anything without agreeing to pay $50 after your first 7 days.",10/24/2018 2:27,calm,google
1,"Be careful, app will charge your card for an entire year with no notice. Will not give the customer the ability to choose for your card to not be automatically charged",5/13/2019 10:06,calm,apple
1,terrible app if you could give no stars i would i only had it downloaded for 4 days then deleted it and i got charged around 60 bucks on my bank card for a app i didnt even use but for 4 days not to mention wasnt even on my phone anymore its bullsh** and not even worth a penny i dont even know how the app got my card info to begin with dont use this app unless you wanna wind up terribly ripped off,6/21/2019 21:23,calm,google
1,"Thought this app would help with my anxiety, but seems to be gaining from it instead. Told me I had a free trial of the app and would let me know the day before when my free trial would be over, however I never got that notification and now it seems the app has taken ?28 out of my account which I never would have agreed too. Thanks for nothing.",10/23/2020 18:44,calm,google
2,"Simply downloaded this app, opened it, realized you had to pay for a membership to use it, deleted it, and today realized they charged me $60 for a one year subscription. Thankfully im getting a refund but apps like this are dangerous. Im sure its a good app if you pay for it",2/28/2018 0:04,calm,apple
1,They say they will charge monthly and they charged me for this app for the year! They literally took away my grocery money and I have absolutely no food in my house. I??m so sickened by this. Please be aware!! Don??t let my story be yours!!,12/20/2019 6:41,calm,apple
1,we shouldn't have to put your credit card information in,4/19/2019 22:25,calm,google
1,"I explicitly requested a specific type of therapy while chatting with my initial matching agent. The agent said that type of therapist was available but I needed to pay for a full month of services before I could see my match. My match was not the type of therapist I needed. I spoke with another matching agent. I repeated my specific request and shared my history, and was referred to three potential matches. I asked if the matches had the certification I was requesting - no answer. I chose a therapist, again not certified in what I need. I spoke with a third matching agent, was again explicit with my needs. This agent told me there is no way of seeing specific certifications of therapists without going back to the clinical team (which I was told was done the first time before I agreed to pay for a subscription). This agent recommended I get a refund. I am canceling my subscription and will never use their services.",5/11/2021 2:17,talkspace,apple
1,"I signed up for a trail. And they automatically charged my card at the end 
of the trail. This is why they have so many users. Don't keep credit card 
info in Google Play for aweful companies like this.",7/17/2018 6:41,calm,google
1,I??m honestly super frustrated with this app. My therapist left the program and instead of canceling that subscription they continue to charge me for it. On top of that I tried to transfer my information from my old therapist to my new one contacted the helpdesk multiple times and no one ever got back to me. I was approved to get some help for coverage from insurance and was charged full price at the end of the month.,10/16/2020 18:14,talkspace,apple
1,I used this app once for a ten minute meditation and when it asked me to read the terms of service it kept shutting my phone off so I barely had time to delete the app. It took over my entire phone,12/9/2017 20:36,calm,apple
1,"I installed, then started the ""log in"" process and got to the 7 day free trial then $$$$ after that. Checked my subscription info and nothing showing for me to cancel. I uninstalled right away. I better not get charged.",3/3/2020 21:21,calm,google
1,"I have literally never written a review for anything, but this made me so angry I needed to. As many others have said, this app basically forces you into a subscription??I didn??t even realize it had accessed my card info through my iTunes until I got a notification from my bank tonight of a $60 charge. I guess the app had decided that was the option I wanted, and charged me behind my back even though I??d never given them my payment info. I am livid. I used it one time and shut it, and now I??ve been charged $60 that I don??t have.",9/29/2020 5:43,calm,apple
1,I don't want to give card information,5/14/2020 18:13,calm,google
1,"It's a scam. The therapist's cancel the appointment an hour or two before the appointment, but the app still charges you for the session. The customer service cannot revert the charge. Only th provider can, but the provider keeps cancelling the sessions.",7/6/2021 15:45,talkspace,google
1,"Scam! I've installed the app (weeks ago but didn't like it and installed straight away) This morning I woke up to see that I've been charged annual subscription for it! I didn't subscribe to it, I've checked list of active subscriptions on Google Play (it's not there) I've checked purchase history (it's not there) and yet I've been charged for a subscription!!!",9/18/2019 1:35,calm,google
1,you have taken money from my bank. that is steeling and fraud. please reverse 78 dollars back into my account. you have no rights. I will consult the police. you are under investigation,7/30/2019 17:35,calm,google
1,"I am not giving you all the data that you requested. Which pages I visit before or after using your app is not of your concern. If there was an option to refuse providing you with piles of free marketing information, I would happily use the app. Customers don't just bend to your will.",11/18/2018 18:23,calm,google
1,misleading. says free trial can cancel subscription anytime. on the 7th day of trial i tried to unsubscribe and i was notified that i would be unsubscribed after the first year - in other words i was charged for the first year.,3/28/2019 20:24,calm,google
