,score,content,date,app,platform,relevancy_label,llm_response
215,1,"Update: Not another dime.  Glad Apple made it easy to opt out of auto subscribe. Can't log in and Calm says they couldn't find me as a user, using my email.  Since paying for my year, which I still have 2 months left, I've been able to use my paid content once. 

Having to change my rating from a 5 to a 3, now to a 1.  Regretting my year subscription.  Doesn't recognize my purchase or takes forever to make the different meditations to be recognized.  The more the developers mess with it, the worse it seems to get.  Won't be keeping the yearly subscription.  I've just wasted 30 minutes trying to get it to work for my relaxation session tonight. ""Calm"" is anything but calming now.",7/27/2015 20:16,calm,apple,maybe-privacy,yes
216,1,"We are a couple. Their couples function is unclear and confusing. We are international clients. We've been trying to find a therapist over a week who is legally allowed to help us. Talkspace's matching bot has no idea who's licensed to practice internationally, so it keeps matching us with therapists who cannot help us, and wasting everyone's time. No customer service line. Incredibly frustrating.",6/11/2020 21:52,talkspace,apple,maybe-privacy,yes
217,2,Says it is connected to Google Fit but my meditation minutes won't log into my Vitality program,7/25/2020 21:15,headspace,google,maybe-privacy,yes
218,1,I was not informed of the annual fee charged until i registered. I have tried many different things to cancel my subscription but am still not able.  There is no way to reach an actual person on their landing page for additional help.,8/20/2020 12:37,calm,apple,maybe-privacy,yes
219,1,Got the free trial to see what its about and now the app wont show me my subscription details meaning i cant cancel before money is taken from my account,11/28/2020 18:59,headspace,google,maybe-privacy,yes
220,1,"SCAM! This give you anxiety! On downloading, goes straight to your credit card and tried to withdraw $80 before you even try it. DELETED!!!",6/25/2021 20:20,calm,google,maybe-privacy,yes
221,2,This app was really great even after just a week i was starting to feel better! i mean i was getting up and doing things that i don??t normally do! I was cleaning the house doing some cooking i even went outside and took a walk! But i got onto the app today and all of a sudden i can no longer do anything in the journey section and i can??t even use the journaling section or see what i had put in the journaling section before it became locked. it feels like i??m on some king of free trial that i wasn??t even aware of... i just wish that if things weren??t going to be available in the days to come it wouldn??t have been available at all (or at least with me not knowing it wasn??t going to be there). now i??ve just wasted my time.,8/1/2019 4:47,sanvello,apple,maybe-privacy,yes
222,1,Biggest rip-off!!! They charged me about $500 and wiped out my account attached to apple right after their ??free trial? which I didn??t even use!!,1/31/2021 17:21,calm,apple,maybe-privacy,yes
223,1,"I was using the free trial and decided that it wasn't for me. I had no idea that a few months down  the line I would have  ?85 taken out of my account for an app I never use! I thought it was an opt in, rather than am opt out. It doesn't seem ethical to me.",10/9/2017 16:09,headspace,google,maybe-privacy,yes
224,1,"I had nothing but great things to say about talkspace and my therapist of nearly 2 years, up until recently... now, I would recommend that everyone stay AWAY from this service and this company, who doesn??t seem truly invested in mental well-being at all. 

Without warning, without indication she was taking time away, my therapist stopped responding to messages, there was no formal termination of care, and I haven??t been able to get ahold of her for 3 months now. I can see that she has ??read? texts I??ve sent, but they go unanswered. She literally just ghosted on me. I am mentally vulnerable and was dealing with a lot during the Covid pandemic, self isolating for over 400 days due to being high risk. Talkspace doesn??t provide you with any sort of recourse for a situation like this. To make matters worse, there are apparently ??no records? covering my care from my therapist, so if I wanted to change providers (inside OR outside of talkspace), I??m going to have to start from literally ground zero. Over 2 years of therapy on talkspace is over $5,000 worth of time that I have spent working on many topics with my therapist, and talkspace is not doing much to help me get my records (which are legally my property). This company treats mental health patients as if they are using a service like Uber. They don??t hold themselves accountable when things go wrong. I??m constantly told how my ??concerns are being escalated? but nothing changes. Now, after being abandoned by a provider I trusted and worked with for 2 YEARS, I am afraid to trust another provider. It will take me months, if not years to recover from the trauma of being abandoned by my therapist when I really needed her. Talkspace offers me no solutions of how I can get my records or what I can do. There??s no consequence for the abandonment and I had to fight to get money back for the weeks I went without therapy. 
I??m disappointed?? the concept could??ve been great, but clearly there is no protection for patients being really hurt when a therapist on talkspace fails to uphold their professional duty and obligations.

I??m wholeheartedly disappointed and thoroughly traumatized by this very lonely experience",6/1/2021 4:32,talkspace,apple,maybe-privacy,yes
225,1,"I got the app cause I had trouble sleeping and put it on notify me before transaction but quickly realized it wasn't for me, so I unsubscribed the next day but I didnt work and it charged me 60 dollars. You would think I could cancel the transaction but it happened at 1 25 am while I was asleep. I'm 13 I had 65 dollars and now I have 5.",2/1/2021 9:29,calm,google,maybe-privacy,yes
226,1,"There is no way to stop subscription renewal! Go to manage subscription and it will ask you to ""Contact us"". Have sent Calm 3 emails and Calm have not replied even once! What type of customer service attitude is this!
Once they have your subscription, you have no way out but to keep let them take your money!",2/3/2018 6:41,calm,apple,maybe-privacy,yes
227,1,"Thought this app would help with my anxiety, but seems to be gaining from it instead. Told me I had a free trial of the app and would let me know the day before when my free trial would be over, however I never got that notification and now it seems the app has taken ?28 out of my account which I never would have agreed too. Thanks for nothing.",10/23/2020 18:44,calm,google,maybe-privacy,yes
228,1,"I thought this might help me sleep more easily. But you can't do a thing till you open an account. And then, you can't download anything to hear offline; you must always be connected. So it's not really an ""app"", just a frontend for a server somewhere, like a website. (Leave our devices running and connected all night? Why?) None of this is mentioned in the description. Almost everything's ""locked"" ($$), too??what a tease. Just save some online meditation videos as MP3s?? Easier, offline, free.",11/13/2020 18:29,headspace,google,maybe-privacy,yes
229,1,"When I pay for an app, especially one as expensive as calm, I never want to see ads. I woke up this morning to an ad for a melatonin supplement. I don??t give a crap how targeted the marketing is, if I pay for your app I should never see ads. I will be calling customer service to cancel today.",2/3/2018 15:46,calm,apple,maybe-privacy,yes
230,1,This app will take money from your account without your consent. I did not consent to them taking money from me. I've been stolen from. Do not bother with this app.,4/22/2021 8:57,headspace,google,maybe-privacy,yes
231,1,"Last night since I couldn't sleep I decided to look up some ocean sounds. When I found this one, before I even clicked on subscribe, the app subscribed me! Now I can't figure out how to UN-subscribe. I didn't like to one free sound they provided.",2/22/2020 14:03,calm,google,maybe-privacy,yes
232,1,As an LPC I'd say this is probably one of the most unprofessional companies I've seen thus far. If you have a complaint there isn't a customer service dept nor names provided for escalation. So what does talkspace do with dissatisfied clients/therapists? Seems as though they just take money without concern on if quality service is actually provided. My suggestion is find a local counselor in your area willing to do virtual counseling if and when needed. This is not a co that cares about employee/clients.,11/23/2016 10:13,talkspace,google,maybe-privacy,yes
233,1,this app made an unauthorized withdraw from my account. The person(s) responsible for this action owe me$149.99. This has been reported and is being disputed.,12/5/2018 23:27,calm,google,maybe-privacy,yes
234,1,"Beware when you subscribe. They've let me make a double subscription with two credit cards on the same account. Only noticed when one of the subscriptions has expired and the membership was dismissed. Support won't reply for a week already, whilst I'm still paying.",1/21/2020 16:56,headspace,google,maybe-privacy,yes
235,1,I opened it on a accident but wasn't ready to use the app yet so I closed the window out and it immediately started to download things without my consent so I cleared the data and uninstalled. I don't appreciate apps taking over my phone.,4/19/2020 16:03,calm,google,maybe-privacy,yes
236,1,"This app now frequently requires me to login again. The kicker is that it takes me to a page where the only option is to ""sign up"" as though I'm not a subscriber. Doesn't seem to improve no matter how many times they suggest I uninstall then reinstall. Increasingly itritating. This is sad because I really enjoyed the meditations when the app was working. Don't waste your time on this app.",11/16/2019 17:02,headspace,google,maybe-privacy,yes
237,1,"It asks you for your card details straight away, you can't do anything without giving them away. Rather ugly. Uninstalled.",6/15/2020 16:42,calm,google,maybe-privacy,yes
238,1,I thought I was just getting text messages. I don??t want a subscription! There is no way for me to cancel the subscription! This is horrible and misleading! I will tell all the people I referred to cancel if they subscribed in error. Very disappointed ????,11/22/2018 4:48,shine,apple,maybe-privacy,yes
239,1,"Trash! App crashes, then was hacked and my PAID yearly subscription vanished! No contact info to get resolved. BEWARE.",7/10/2020 0:49,calm,google,maybe-privacy,yes
240,1,"This app literally took my money. I dont know how you got my card information. on top of that, I used the app ONCE, then forgot about it. And so just because it's still installed Google SUBSRIBED ME, then I was charged 75.00 for the app 1 yr service. Which I never agreed to! Worst day of my life right now. Thanks alot Google!",3/13/2021 6:44,calm,google,maybe-privacy,yes
241,1,I was automatically charged by Google Play store for a one year subscriotion just for LOOKING at this app. Don't go anywhere near it! Still trying to get my money refunded. You can get the same content on youtube for free.,5/19/2020 9:37,calm,google,maybe-privacy,yes
242,1,Furious my son accidentally purchased this without me knowing I cancelled soon as I saw it but had already been charged 49.99 that was my rent money Google won't refund and can't get a reply via email your damaging my mental health not fixing it I need my rent momey,10/3/2021 11:30,headspace,google,maybe-privacy,yes
243,1,"After using the app for a year, I feel like it could do more harm than good. I had 4 therapists. The first said I should read a book - even though I'm talking to her for specialized care. And was befuddled when I asked for a suggestion. The second shared think pieces, but didn't talk to me. The third used my issues to gaslight me. The last quit the app because she knew it was BS. I felt like I got the quality of care of a bored teenager at their first job. Not a mental health professional.",7/15/2019 19:34,talkspace,google,maybe-privacy,yes
244,1,"Highly recommend NOT downloading this app. I am a veteran at downloading apps and know all about subscriptions, but I downloaded this one to test out and today I got an auto renewal charge for $70. Literally no info that this was going to happen or was an option. Called Apple to successfully get it removed. Snarky and sneaky about subscriptions. I am not Calm!",5/24/2018 14:41,calm,apple,maybe-privacy,yes
245,1,"I downloaded the app to try it ,and it ended up charging me WITHOUT any consent.",11/21/2018 0:04,calm,google,maybe-privacy,yes
246,1,Horrible I had challenges navigating and thought it was something that was totally free and I look up and 3am I see a charge on my checking account today would have been the 7 day I would had cancelled today if I knew they would charge my account while any normal person (I suffer from insomnia) would had been asleep I had planned to cancel now they are saying I can cancel but I will loose my $59 I am disgusted that my refund request was rejected..I am a single mom of a disabled child,10/1/2019 2:27,calm,google,maybe-privacy,yes
247,1,"Can't even try the app without creating a login. Once inside, most features locked behind 7 day trial version where you must remember to cancel subscription otherwise you're charged. There were no sleep help options available for free without a subscription. Also I didn't say that I need help with anxiety (initial dialog asks what features you want), yet half the lists were filled with anxiety related features. No option to delete my account anywhere!!",7/7/2020 21:32,calm,google,maybe-privacy,yes
248,2,"BEWARE???­ I See my comments are no longer in site.. make sure y'all keep the 7 day trial date yourself, DON'T DEPEND ON THIS APP to alert you.. If I was moderately anxious be4 I downloaded it, I absolutely was morbidly anxious after and MORE SO AFTER THE OWNERS OF THIS SITE WENT INTO MY BANK ACCOUNT WITH NOOO NOTICE AND TOOK OUT THEIR FEE IF $69.00 AFTER I deleted their application. REVISED 09/17/2020 They retuned the money to my account, first time for anything! Thx Developers, I'm now CALM",9/15/2020 22:27,calm,google,maybe-privacy,yes
249,1,Terrible the therapists don??t read your input or respond timely if at all two therapists with same issue in that not responding timely first did read my input to mutually agree and determine she wasn??t a good fit for my particular circumstances second therapist asked questions but never read despite my saying it was ok to read my info from prior therapist proceeded to ask questions I went into lengthy detail to answer with no response for 10 days and when finally did I think that was more in response to cancelling the service all together for the second time in as many months with no acknowledgement of the input I gave in response to her direct question really wanted to give no stars,5/31/2018 4:23,talkspace,apple,maybe-privacy,yes
250,1,Designed to be super complicated if you want to delete your account. They force you to raise tickets that are a nightmare to find. One stressfull experience!,10/4/2019 4:49,headspace,google,maybe-privacy,yes
251,1,They continue to tap my accounts for money completely unauthorized. Multiple times. Help and support requests are ignored.,2/4/2019 23:36,headspace,apple,maybe-privacy,yes
252,1,"Can't log in, why can't I just use the bloody app without signing my details away?? Not relaxing!!",2/13/2021 6:58,headspace,google,maybe-privacy,yes
253,1,"Do NOT give them your financial information. They promised me a $9.99 student rate, charged me $95.88, and now customer service will not respond. Seriously, I'm on day 12 of repeated attempts and have decided to try and get my bank to reverse it as fraudulent.",2/4/2020 10:08,headspace,google,maybe-privacy,yes
254,1,CANCELLED THIS APP NUMEROUS TIMES YET YOU STILL TAKE MONEY OUT OF MY ACCOUNT. I WOULD REALLY LIKE A REFUND BEFORE I HAVE TO REPORT TO BANK FOR TAKING MONEY WHEN APP NO LONGER USED OR INSTALLED.,2/27/2018 3:21,calm,google,maybe-privacy,yes
255,1,Downloaded to try...opened and before I can sample anything I have to give me credit card number...seriously. this stressed me out. Kinda opposite to what your app is supposed to do don't you think? Uninstalling,9/15/2019 23:45,calm,google,maybe-privacy,yes
256,1,Can't cancel! Took this app on trial to try it out. Cancelled at the end of 6 months and they still charged me ?39 then went back into the app and the cancel button doesn't actually work so have no idea how to cancel,8/16/2021 3:42,calm,google,maybe-privacy,yes
257,1,"What a garbage app. Paid for the premium membership, even though it shows me logged in, I have no access to anything and it keeps trying to get me to purchase premium WHEN MY ACCOUNT SHOWS PREMIUM, to sign in when I AM, half the the stuff I try selecting shuts down the app and everything in app takes me to the website which tells me to download the app. Don't waste your money this is the worst app I've ever tried!! KEEP ASKING FOR A REFUND, I CAN'T EVEN GET A RESPONSE!!!",5/29/2019 7:32,shine,google,maybe-privacy,yes
258,1,"Dont download unless you want to pay! Got this cause suffering from a severe episode of stress and anxiety and the first thing they do is ask for money. Clicked under anxiety for relief but i have zero options, except a confidence booster option and everything is premium. Disgusting greed. I will pay if i need to pay but not whilst knowing an app exists to make profit off your misery instead of first ensuring they provide relief. Delete.",11/21/2020 9:58,calm,google,maybe-privacy,yes
259,1,I hate this app. I never signed up for a subscription and it has taken money from my account early this morning while I was sleep and I really need that money back. There is no way to call and talk to someone. Wish I could give it 0 stars.,10/3/2019 7:33,calm,google,maybe-privacy,yes
260,1,"THIS IS A SCAM! DON'T FALL FOR IT!!! I fell for the ""you can opt out at any time"" bologna but when I tried to cancel my repeated requests were ignored and I was billed for $75.00 with NO RECOURSE. I could not even get a response. If I could rate this app with negative stars I would. If there were legal steps that could be taken I'd be doing that too! B",9/23/2020 1:29,calm,google,maybe-privacy,yes
261,1,"If you want to stay calm, don't EVER get this app. They run you around in circles, and it will not let me cancel. They do not respond to requests, either by support (what a joke) or by email, even with repeated tries. I'm currently out $70 and no way to stop it. So do yourself a favor and DON'T get involved unless you want ALL the aggravation. I'd give this app minus 5 stars if it was an option.",10/28/2019 10:12,calm,google,maybe-privacy,yes
262,1,"This app is not at all what it said in the description. Yes it has meditations and it has a community but, first off you can only do 1 meditation and all the other ones are locked because you have to get a premium account. Second off the community isn??t a community, yes you can post things and updates on how you are feeling, but you are not able to respond to others or actually have a conversation with anyone. Main point of this post is everything costs money cause you have to buy the premium and you can??t even communicate with others going through what you are going through.",8/13/2021 20:31,shine,apple,maybe-privacy,yes
263,1,"I wanted to like this app but I was uneasy about the prospect of being sold something after 10 days. I was also bothered by the fact that all of the videos were cartoons of white men.  Why? I said if the next one is white man I'm finding a different app. So, goodbye headspace.",2/17/2017 2:56,headspace,apple,maybe-privacy,yes
264,1,"They made it so all sleepcasts are locked now. Practically everything on this app is locked and you need to pay $100 in order to access anything. This app is complete trash now. Some of us are college students and can??t afford wasting that kind of money, but they don??t care because clearly money is all they care about.",4/8/2019 3:34,headspace,apple,maybe-privacy,yes
265,1,"Pretty bad that you have to trick customers by billing without their knowledge.  If this app was that good it wouldn??t need to deceive people to get them to buy it. I called them the day after they billed me to advise it was a mistake, they said I did not qualify for refund.",3/8/2019 22:08,calm,apple,maybe-privacy,yes
266,1,I hate it. It lied to me about the age. It said it was 4 and up and when i got it it said it was for a 18 year old. DO NOT I REPEAT DO NOT DOWNLOAD THIS LIEING APP!!!!,12/4/2019 1:17,headspace,apple,maybe-privacy,yes
267,2,"I download this App and I??m 12 years old, Someone Email me And I don??t want email I want calm, but I feels Super Angry I need Calm. Please Put away Email & password.",8/6/2020 14:19,calm,apple,maybe-privacy,yes
268,1,"I tried to cancel my subscription, which is apparently impossible. Then about six months later, in an unrelated incident, my credit card was compromised and I had to have a new number issued - twice. Although I never provided headspace with the new number, somehow they fraudulently obtained it and put it on my account. Then when it came time for renewal, I responded that I wanted to cancel my account, but they charged me anyway - to the credit card number I had never given them. Now I have to go through my bank to dispute the charge. Something very fishy is going on.",3/26/2016 18:22,headspace,apple,maybe-privacy,yes
269,1,Calm offers free programs that are quite beautiful- but shares your selections freely with companies that use the information to influence your on line choices.  Immediately after downloading CALM onto my Apple TV - spam imagery - echoing my CALM choices- started to appear in advertising on my iPhone. It seemed so sleazy to offer these soul soothing program and to be ill used.,2/3/2019 22:17,calm,apple,maybe-privacy,yes
270,1,My son had subscribed the app which said 15 days free trial and the amount will be deducted after 15 days but the money was instantly deducted from my account when asked for refund as the 15 days wer free for trial I have no response neither the amount was credited back to my account please to all users be aware as the app says a lot about positive thoughts but actually work negetive,8/6/2020 8:05,headspace,google,maybe-privacy,yes
271,1,I uninstalled this and had asked to stop payment. Now just tryed to take money from my account. Took another 50 bucks out of my this morning. I have stopped payment and it still doing this. Not worth having if it steals from you.,3/17/2021 6:32,calm,google,maybe-privacy,yes
272,1,"I got charged 60 dollars for this app. I ran it once, played one of the 
free soundtracks, and then deleted it. It didn't even ask for a 
confirmation on payment or anything. If there is any way somebody can help 
me get my money back, it would be much appreciated.",7/9/2018 14:05,calm,google,maybe-privacy,yes
273,1,This whole app is locked unless you subscribe for 7.99 unfortunately. I wouldn't know if it was worth that because Im mot willing to give my info out to try it. Not to mention $8 every month is pretty steep for some relaxing music and sounds ???ú,4/16/2019 19:48,calm,google,maybe-privacy,yes
274,1,"I wish there was a zero option for rating. This is complete nonsense with a self-indulgent ninny leading the ""meditation"". It is also fraud. I have tried to cancel my subscription multiple times and they are still charging me. I have to cancel my credit card and a file fraud report with my bank.",5/5/2019 12:38,headspace,google,maybe-privacy,yes
275,1,Worst app for free trial they asked card details and now deducted amount with intimating that free trial is going to finish,5/28/2020 20:05,calm,google,maybe-privacy,yes
276,1,"I downloaded the app, saw the high price they didn't tell you about and uninstalled all in about 15 minutes. Now, my phone is controlled by them. Random ads start when I am doing something where ads never were before. My youtube account... wow. It always starts on ridiculous meditation videos on it's own as soon as I open the app. What kind of virus did you all put on my phone? This is ridiculous!",4/19/2020 22:14,calm,google,maybe-privacy,yes
277,1,"I gave it a try after a friend recommended, I had used Better Help and I was very happy but my friend insisted this app was better and I wish I never listened to her because this app is a scam!! Paired for the first month and never got a response from the first match by the time I was rematch my time had ran out and I had to pay extra for a video call even when the first counselor was at fault. The second counselor was amazing but after all that I didn??t want to continue with the app so I canceled the membership. Then out of the blue I got charged again, I filed a dispute but was not refunded the full amount",7/20/2021 2:56,talkspace,apple,maybe-privacy,yes
278,1,"DO NOT AVAIL FREE TRIAL. I got charged eventhough I cancelled before the 24hours before expiration. And it took me so looong before I got my refund. I had to keep buzzing them, googleplay, and my bank. It's such a frustrating experience.",10/4/2018 4:36,calm,google,maybe-privacy,yes
279,1,"Troubles with deleting the account. You require too much of my data (mail, 8+ password)",4/27/2020 15:28,headspace,google,maybe-privacy,yes
280,1,Asks for visa info before you can start your 7 day free trial. If you don't cancel in time you'll be charged $76.99 for a years subscription to boot! I am disappointed. I usually don't buy into this stuff but this app looked interesting. I won't pay for a year up front without trying it out first. I hope they change this policy.,5/29/2020 13:00,calm,google,maybe-privacy,yes
281,1,"Most annoying ads of your app always show up in all YouTube videos I watch. LISTEN developers: if we are interested in your concept only one or two ad would be enough. You don't need to show us your stupid ads 100 times and more!. Annoying app, annoying advertisement, even I suspect they don't respect our privacy. STOP advertising when we don't want your app. JUST STOP",9/21/2018 18:14,headspace,google,maybe-privacy,yes
282,2,"Ever since the big upgrade you basically can't use it offline. You download all the days and packs you need. You listen to a day but then it never progresses to the next day until you connect to wifi. Reported to support, who kept telling me to uninstall and reinstall. Seems they are more interested in gathering your data than allowing you to use the offline mode they advertise",7/29/2017 4:02,headspace,google,maybe-privacy,yes
283,1,"I read all the information and saw the subscription prices etc but I was left with the understanding that there was still some part of your App that was free.  It states in App purchases. I just wish that you were upfront and just stated 7 day free trial.  Then people that cannot afford your App won't waste their time downloading your App and going through the motions of user names, passwords etc then finding out the 7 day free trial. Now we have to go through the motions of making sure money doesn't come out of our accounts etc...
I know everything in life is not free but a free version of your App would be nice.",4/28/2018 0:21,calm,apple,maybe-privacy,yes
284,1,"After a trial subscription to Headspace, I not to continue with the app. I cancelled my subscription through iTunes, as suggested, and indeed, the subscription was removed. The monthly charges to my American Express, however, were not. It??s been a year now, and I keep getting charged a monthly $12.99 -now having payed upwards of $150 for an app I do not want nor use.  The company??s number does not connect you to a live person, and a letter to their snail mail address has gone unanswered. I have tried disputing the charge through my credit card company. And while the particular charge disputed gets removed, a new one appears the following month. Definitely not relaxing, and definitely uncool for a wellness app. As a psychologist, I??ve stopped recommending the app to my patients. It??s not worth the aggravation!",6/21/2019 22:09,headspace,apple,maybe-privacy,yes
285,1,"Pretty damned difficult to end a subscription Update: May 4 ... three emails and zero response or refund. Edit ... end of a free 14-day trial triggered auto renew. It was renewed at one year or $89. When I saw auto renew, I attempted to end subscription. Terms and Conditions state refund if cancellation of subscription occurs with 30 days of auto renewal, which it did. Headspace refused refund. So approx 20 minutes of medication costs $89. DO NOT GIVE YOUR CREDIT CARD",5/4/2020 16:46,headspace,google,maybe-privacy,yes
286,1,"I chose to cancel the subscription while in the free trial period. Despite doing this, Calm still decided to charge me for a full year. I opened a dispute but was not credited. I feel scammed, and am now trying to get my account deleted so they don??t try to take my money again.",1/7/2021 21:38,calm,apple,maybe-privacy,yes
287,1,I downloaded this app and the first thing it wants to do is push notifications to my home screen. The second thing it wants to do is restrict me from any meditation until I subscribe and pay a fee. This was not disclosed upfront.,10/28/2020 10:35,calm,apple,maybe-privacy,yes
288,1,zero star. its a big shame. how u deduct money from my account without any question???? its a stealing. shame...,5/9/2019 3:57,calm,google,maybe-privacy,yes
289,1,"This is the worst app ever. All it does it try to upsell. Can't get to second session without sharing contacts. Find a different meditation app, any one will be better than this.",6/27/2020 22:09,headspace,google,maybe-privacy,yes
290,1,I seriously need to create an account to listen to calming sounds?   You guys a joking right?   I??m using one if the 15 million relaxation apps that don??t want any information.,12/15/2017 21:44,calm,apple,maybe-privacy,yes
291,1,"Im not going to go into specifics but my Talkspace counselor said something to her clients that the company deemed ??unprofessional? but as someone who has had a lot of counseling and worked as a HIPAA officer in the medical field, it wasnt at unprofessional at all. So how did they know what she said to me and her other clients? I asked and they said they monitor all ??private? chat rooms. I was like are you serious?! When I signed up they specifically kept saying that all communication with your counselor is private and that ??only you and the therapist can view your private chat room.? So when I asked about this they said that they have the right to check in on the chat rooms whenever they want. WTH?! Also they didnt handle it well at all??the way I found out my counselor had been ??let go? was that some rando lady who was NOT even a counselor came into my ??private? room and replied to a specifically vulnerable message I had just sent that was intended for MY COUNSELOR not some rando talkspace employee who had seen EVERYTHING me and my counselor had talked about over the 3 or 4 months that we had been building a relationship. It was wrong and they never apologized after I made repeated calls that they violated he law. No one ever replied. I should have reported them to the Office for Civil Rights. So unless you want someone secretly monitoring your so called private room and knowing some of your deepest feelings and personal information, then I would stay far far away from this!",8/24/2018 9:43,talkspace,apple,maybe-privacy,yes
292,1,After reading previous reviews I decided to delete the app. Didn't even get to use it but based on the reviews I needed to download in order to leave me personal observation. Companies need to be more transparent. Yes you're a business but stop chasing the likes of Apple or Google. Look at the long term game. Apple and Google didn't make billions in their first year lol. Slow and steady.....,3/20/2021 17:35,calm,google,maybe-privacy,yes
293,1,"I have insomnia, and a friend suggested I try Calm. I figured no harm no foul, worst case scenario it doesn??t help at all. So I??m all excited to maybe get more than the usual hour or two of sleep, I download the app. And boom, I??m supposed to pay $70 for a subscription just to sleep better. As someone who struggles with a sleep disorder, this just seems like being taken advantage of so someone can sit back and make their money. Also, with COVID-19 going on and so many people such as myself out of work, the least you could do is offer a promo, or something more enticing than 7 free days. A week is literally nothing when you have to pay a YEARLY, not monthly, subscription, especially for the price. I just don??t understand how someone??s well-being and mental health can have a price tag, much less how anyone could exploit that for their own gain. Extremely disappointed, but also not trying to change anyone??s mind. Try it for yourself, and if you have the money to spend, it appears that the app works judging off of other comments I??ve read. I just think the app could be even more accessible with either a lower subscription price, or the ability to listen to some of the stories without having to buy premium.",8/3/2020 4:00,calm,apple,maybe-privacy,yes
294,1,"The ??7 day free trial? is not seven days - they charge you for an entire year 24 hours before your free trial is up. It??s shameful that an app that is supposed to provide stress relief sneakily takes $70 from you just for trying it out. I got this because I was stressed and cried when I realized how much money they took. What a heartless trick and a sick business model. If your app is great, why would you need to trick people?",10/5/2020 1:38,calm,apple,maybe-privacy,yes
295,1,"First let me start off by saying I never received any services they claim to provide... my ??therapist? hardly ever responded and if she did it was a day late. Never did a live video session, never was even asked how I??m doing. Then I decided to cancel my subscription and ask for a full refund (common sense, right? Since I received absolutely nothing they said they provide.). Ended up getting less than half of my money back. This is the saddest scam, it??s supposed to help people who are asking for and needing help and instead doesn??t care at all about your mental health and steal your money. This treatment is horrible and they only want your money- thieves. They rob you blindly, in a mask of pretending to help you.",3/23/2021 16:16,talkspace,apple,maybe-privacy,yes
296,2,"Haven't had a chance to use the app, but it sends through notifications at a totally arbitrary time, and there's no way to change it or turn them off. Uninstalled.",10/31/2016 14:22,calm,google,maybe-privacy,yes
297,1,"This is useless. They only want money and I would right it completely but someone already did so go read their review. They asked for my name and age and wanted money, doesn't matter what your issues are.",2/3/2016 4:16,talkspace,apple,maybe-privacy,yes
298,1,I downloaded the app and took the 7 day trial...used it for 20 minutes during the 7 day trial and after the trial expired it billed me for a full year. Shortly after i saw the charge and i ask for a refund or to be put on a monthly plan but they declined and charged the yearly subscription. An app that relies on gimmicks like this clearly does not offer real and lasting value...stay away..the app is the same woman reading scripts.,3/2/2019 7:01,calm,apple,maybe-privacy,yes
299,1,"I??ve been fraudulently charged two years now for this app after I canceled it. I confirmed with Apple I haven??t used it since 2018, and the calm website and their customer service confirmed I don??t have a subscription. I??m still trying to get my money back. It is definitely not worth $60 a year which is why I didn??t want it. Everything it offers you can get for free from podcasts.",1/14/2021 14:14,calm,apple,maybe-privacy,yes
300,1,An ammout of Rs2999 has been deducted from my account within free trial period and without my consent.,9/17/2018 8:25,calm,google,maybe-privacy,yes
301,1,I recommend you read the privacy terms before signing up in this app. Looks like a licence to collect data for advertising.,3/6/2021 23:33,headspace,google,maybe-privacy,yes
302,1,"The outcome of my inquiry is actually illegal - I did not authorise Headspace to charge me. I had already unsubscribed from the service. Because I have since had to change phones, I no longer have the screenshot to prove that I had unsubscribed. I will be leaving feedback and a review of this outcome. I'm offended and extremely disappointed. I cannot afford to be minus that unauthorised transaction.",5/31/2020 21:28,headspace,google,maybe-privacy,yes
303,1,how i suppose to allow to that application to access my personal data for business uses!! it is ridiculous,4/21/2019 16:54,calm,google,maybe-privacy,yes
304,1,cute that you have to agree to give your payment information in the hopes that you'll forget to cancel your free week trial and pay $69. just to calm down. should be a crime.,11/5/2018 13:46,calm,apple,maybe-privacy,yes
305,1,OMG it makes me so mad That it still makes u out ina number of a credit Card!!!I mean My Moms Card Number Well I Dont Even Know It!! I uninstalled it in less then a minute!,8/7/2019 6:00,calm,google,maybe-privacy,yes
306,1,"It is now the 9th and I paid for couples therapy only to be matched with two different non responsive providers who are supposedly ??working every day? and available yet neither of them had sessions available for the next 3 weeks. First provider didnt respond for a week, second provider responded after 4 days and that was to send 2 messages and then nothing! Still not a single video session. A member of the customer service team let me know they were working on matching me with someone who had sessions available as well as the provider who said they actually did have availability yet it takes several days for responses from the support team (messaged on the 5th and I??m still waiting). Although I appreciate the support team for trying and I??m sure covid has therapy bills surging, i just canceled my subscription for ??unlimited? messages to my non responsive therapists and am still 0 sessions in to a plan that ends on the 31st!!! I wonder if I??ll even get one session in for the $300 I wasted on this app.",3/10/2021 0:42,talkspace,apple,maybe-privacy,yes
307,1,You tell me it's free and then you lock everything up so I have pay $70a year to play anything. How is that free???,6/1/2021 23:32,calm,google,maybe-privacy,yes
308,1,"WARNING: Do NOT sign up for this app unless you are prepared to pay 100% OUT OF POCKET. I signed up for Talkspace mid August after seeing that my therapy would be covered 100% by insurance. Next thing I know, my credit card has been charged $396 for a month subscription. My insurance provider said they were never billed so they can't reimburse. Been trying to reach customer service for the past 5 weeks and they have yet to respond to my OR my insurance provider's inquiries. Don't waste your $.",9/29/2020 7:06,talkspace,google,maybe-privacy,yes
